No,Frame,Emitter,x (nm),y (nm),sigma (nm),Intensity (photons),Offset (photons),BkgSD (photons)
1,1,5,322.918215193498,2211.43464302412,108.805981271309,3000,500,8
2,1,9,2738.02547439479,24.8789311335514,108.805981271309,3000,500,8
3,1,33,1872.81144110915,235.553675713289,108.805981271309,3000,500,8
4,1,53,2544.1752602321,2770.3974051962,108.805981271309,3000,500,8
5,1,80,682.840910032344,1696.61973038789,108.805981271309,3000,500,8
6,1,83,406.342880140997,2094.25560425534,108.805981271309,3000,500,8
7,1,124,45.3320424491544,1185.41996373809,108.805981271309,3000,500,8
8,1,132,2874.86221301127,951.515390198216,108.805981271309,3000,500,8
9,1,135,1724.20693971919,2028.37857267693,108.805981271309,3000,500,8
10,1,153,1906.64392450144,3179.35561692034,108.805981271309,3000,500,8
11,1,155,2223.24812500381,3067.5384927611,108.805981271309,3000,500,8
12,1,168,3113.59500220017,2845.2991154759,108.805981271309,3000,500,8
13,1,206,2814.65103101734,1342.17564532932,108.805981271309,3000,500,8
14,1,269,183.694224082852,79.4042436984409,108.805981271309,3000,500,8
15,1,273,1553.79320298391,2298.08210096276,108.805981271309,3000,500,8
16,1,296,657.180699347697,966.498366981859,108.805981271309,3000,500,8
17,1,300,1043.4821576144,1865.72949495018,108.805981271309,3000,500,8
18,1,329,1000.60777245187,1626.98028287237,108.805981271309,3000,500,8
19,1,350,72.8069163141097,2109.2785294114,108.805981271309,3000,500,8
20,1,364,1595.82995712517,2248.44273753195,108.805981271309,3000,500,8
21,1,365,828.747780282135,44.2599995865287,108.805981271309,3000,500,8
22,1,369,1828.03440748586,409.12256968723,108.805981271309,3000,500,8
23,1,375,2229.99145246945,3074.36704935219,108.805981271309,3000,500,8
24,1,378,581.598989036675,1022.08917847593,108.805981271309,3000,500,8
25,1,417,1000.69958478397,2471.97747130145,108.805981271309,3000,500,8
26,1,433,1788.76988841952,2380.41695002584,108.805981271309,3000,500,8
27,1,469,596.524170358142,2484.87538950137,108.805981271309,3000,500,8
28,1,504,2749.39209353987,805.052233805127,108.805981271309,3000,500,8
29,1,521,681.133151336302,825.789207355135,108.805981271309,3000,500,8
30,1,568,1004.46053186383,340.206613684585,108.805981271309,3000,500,8
31,1,591,2107.22785965655,2542.04537414635,108.805981271309,3000,500,8
32,1,603,723.742017361316,1880.7917282244,108.805981271309,3000,500,8
33,1,609,2702.54262589901,894.187518588189,108.805981271309,3000,500,8
34,1,611,3102.81400452963,2427.68781667364,108.805981271309,3000,500,8
35,1,612,1926.81298647978,144.873157553379,108.805981271309,3000,500,8
36,1,647,53.7262882473886,538.327021985568,108.805981271309,3000,500,8
37,1,657,1016.90014933279,480.930362938943,108.805981271309,3000,500,8
38,1,680,488.495295644114,429.336496445293,108.805981271309,3000,500,8
39,1,681,813.181400635721,2425.21906458009,108.805981271309,3000,500,8
40,1,685,2755.09140663892,573.653470926927,108.805981271309,3000,500,8
41,1,686,144.509396704424,935.433260220255,108.805981271309,3000,500,8
42,1,691,1452.33826571993,2279.14999076655,108.805981271309,3000,500,8
43,1,696,535.931437393937,2903.82619804163,108.805981271309,3000,500,8
44,1,697,482.445200675496,2094.74027518404,108.805981271309,3000,500,8
45,1,722,475.46905059356,1053.54020946331,108.805981271309,3000,500,8
46,1,754,126.054869320011,2551.99110515737,108.805981271309,3000,500,8
47,2,5,322.918215193498,2211.43464302412,108.805981271309,3000,500,8
48,2,9,2738.02547439479,24.8789311335514,108.805981271309,3000,500,8
49,2,33,1872.81144110915,235.553675713289,108.805981271309,3000,500,8
50,2,53,2544.1752602321,2770.3974051962,108.805981271309,3000,500,8
51,2,80,682.840910032344,1696.61973038789,108.805981271309,3000,500,8
52,2,83,406.342880140997,2094.25560425534,108.805981271309,3000,500,8
53,2,91,2774.6774327986,1670.99150587839,108.805981271309,3000,500,8
54,2,117,2515.78684540319,394.42154227996,108.805981271309,3000,500,8
55,2,124,45.3320424491544,1185.41996373809,108.805981271309,3000,500,8
56,2,135,1724.20693971919,2028.37857267693,108.805981271309,3000,500,8
57,2,153,1906.64392450144,3179.35561692034,108.805981271309,3000,500,8
58,2,155,2223.24812500381,3067.5384927611,108.805981271309,3000,500,8
59,2,168,3113.59500220017,2845.2991154759,108.805981271309,3000,500,8
60,2,190,2766.27917416545,2277.5282747804,108.805981271309,3000,500,8
61,2,206,2814.65103101734,1342.17564532932,108.805981271309,3000,500,8
62,2,269,183.694224082852,79.4042436984409,108.805981271309,3000,500,8
63,2,273,1553.79320298391,2298.08210096276,108.805981271309,3000,500,8
64,2,277,1602.88260571281,2443.70949959648,108.805981271309,3000,500,8
65,2,296,657.180699347697,966.498366981859,108.805981271309,3000,500,8
66,2,300,1043.4821576144,1865.72949495018,108.805981271309,3000,500,8
67,2,307,2079.79156861821,1698.35204085669,108.805981271309,3000,500,8
68,2,319,2713.23715660352,2929.47108742794,108.805981271309,3000,500,8
69,2,321,370.522928277859,1585.33939156796,108.805981271309,3000,500,8
70,2,329,1000.60777245187,1626.98028287237,108.805981271309,3000,500,8
71,2,350,72.8069163141097,2109.2785294114,108.805981271309,3000,500,8
72,2,364,1595.82995712517,2248.44273753195,108.805981271309,3000,500,8
73,2,365,828.747780282135,44.2599995865287,108.805981271309,3000,500,8
74,2,369,1828.03440748586,409.12256968723,108.805981271309,3000,500,8
75,2,375,2229.99145246945,3074.36704935219,108.805981271309,3000,500,8
76,2,378,581.598989036675,1022.08917847593,108.805981271309,3000,500,8
77,2,417,1000.69958478397,2471.97747130145,108.805981271309,3000,500,8
78,2,433,1788.76988841952,2380.41695002584,108.805981271309,3000,500,8
79,2,469,596.524170358142,2484.87538950137,108.805981271309,3000,500,8
80,2,504,2749.39209353987,805.052233805127,108.805981271309,3000,500,8
81,2,521,681.133151336302,825.789207355135,108.805981271309,3000,500,8
82,2,568,1004.46053186383,340.206613684585,108.805981271309,3000,500,8
83,2,582,2672.27305506191,22.0828926508016,108.805981271309,3000,500,8
84,2,584,566.666875876033,712.304092946309,108.805981271309,3000,500,8
85,2,591,2107.22785965655,2542.04537414635,108.805981271309,3000,500,8
