No,Frame,Emitter,x (nm),y (nm),sigma (nm),Intensity (photons),Offset (photons),BkgSD (photons)
1,1,17,1415.70348319961,948.060016381696,108.805981271309,3000,500,8
2,1,26,1052.22481793247,1800.67039300097,108.805981271309,3000,500,8
3,1,33,715.877647115966,99.9303347619303,108.805981271309,3000,500,8
4,1,59,1828.21915486082,1564.53990694652,108.805981271309,3000,500,8
5,1,72,1944.73136264622,946.830648832833,108.805981271309,3000,500,8
6,1,89,1275.09176518969,1278.73342550407,108.805981271309,3000,500,8
7,1,90,3131.27626765417,2402.56503347257,108.805981271309,3000,500,8
8,1,93,1695.43894285568,2748.76008370653,108.805981271309,3000,500,8
9,1,108,609.979302110738,455.882487258205,108.805981271309,3000,500,8
10,1,111,1704.41787233,2471.78934323088,108.805981271309,3000,500,8
11,1,124,1238.05232263391,608.75189717161,108.805981271309,3000,500,8
12,1,125,772.12871096627,3192.20172810934,108.805981271309,3000,500,8
13,1,131,2498.90554744519,45.2952982502158,108.805981271309,3000,500,8
14,1,133,1837.98554443685,834.157854058946,108.805981271309,3000,500,8
15,1,144,1137.40264318752,428.802318319573,108.805981271309,3000,500,8
16,1,148,1046.37975901055,96.8506080880402,108.805981271309,3000,500,8
17,1,150,2889.20060593917,2210.9769188644,108.805981271309,3000,500,8
18,1,158,709.427655505168,439.040326300957,108.805981271309,3000,500,8
19,1,160,2134.57874202739,2999.63734068971,108.805981271309,3000,500,8
20,1,166,1235.1391676718,1068.45903426596,108.805981271309,3000,500,8
21,1,172,414.383997565408,719.967898979946,108.805981271309,3000,500,8
22,1,180,2240.47792328711,178.700584157535,108.805981271309,3000,500,8
23,1,181,2882.26492594939,3034.70874667634,108.805981271309,3000,500,8
24,1,207,2072.05905637221,2043.26046249315,108.805981271309,3000,500,8
25,1,219,1237.79345071333,114.425650630172,108.805981271309,3000,500,8
26,1,270,2765.53660744681,1395.67973596571,108.805981271309,3000,500,8
27,1,291,951.699797571397,2234.99321159163,108.805981271309,3000,500,8
28,1,292,691.728454713589,194.958024063483,108.805981271309,3000,500,8
29,1,306,2016.59117663497,2884.56284135414,108.805981271309,3000,500,8
30,1,307,1856.81651402929,484.560657582094,108.805981271309,3000,500,8
31,1,321,2590.38661824161,2510.19107449595,108.805981271309,3000,500,8
32,1,335,2710.00759257886,1093.39956257194,108.805981271309,3000,500,8
33,1,352,2296.43727680091,2879.36824959838,108.805981271309,3000,500,8
34,1,358,3086.60204604309,3074.43423040481,108.805981271309,3000,500,8
35,1,378,2756.59310838519,2194.66198224269,108.805981271309,3000,500,8
36,1,381,1207.8324216516,2707.1848190668,108.805981271309,3000,500,8
37,1,384,1343.76932841307,1271.94901004431,108.805981271309,3000,500,8
38,1,389,2427.00457151113,834.297205332115,108.805981271309,3000,500,8
39,1,395,1878.91531487907,216.600213145941,108.805981271309,3000,500,8
40,1,397,1387.40323524261,3094.26655213015,108.805981271309,3000,500,8
41,1,405,1827.30600701474,2578.00348159348,108.805981271309,3000,500,8
42,1,412,782.861047160577,859.643178865987,108.805981271309,3000,500,8
