Id,Frame,x (nm),y (nm),z (nm),sigmax_z0 (nm),sigmay_z0 (nm),Intensity (photons),Offset (photons),BkgSD (photons)
1,1,1395.18368685441,1909.58498873151,35.3665281184817,172.879068253624,165.793475964977,2400,500,0.5
2,1,82.9639418492523,723.238401933555,-334.32406217998,172.879068253624,165.793475964977,2400,500,0.5
3,1,1758.91992921187,342.226189791946,-106.926078659984,172.879068253624,165.793475964977,2400,500,0.5
4,1,1393.03165637849,704.979862625791,280.680403203601,172.879068253624,165.793475964977,2400,500,0.5
5,1,1345.17696667996,1119.44411201056,-74.9799655616393,172.879068253624,165.793475964977,2400,500,0.5
6,1,1057.0714272124,1496.91995066336,-378.23810728412,172.879068253624,165.793475964977,2400,500,0.5
7,1,654.875628921096,645.578324047889,-202.258208802117,172.879068253624,165.793475964977,2400,500,0.5
8,1,1981.66709232212,2049.30152068773,-346.284503410436,172.879068253624,165.793475964977,2400,500,0.5
9,1,958.894955758474,1545.82347376561,395.081609137018,172.879068253624,165.793475964977,2400,500,0.5
10,1,853.847280329173,1616.75750405936,376.464250701739,172.879068253624,165.793475964977,2400,500,0.5
11,1,1987.62826486174,1238.05648357939,240.206680906069,172.879068253624,165.793475964977,2400,500,0.5
12,1,1693.25470168653,2539.63985421305,81.4536971243739,172.879068253624,165.793475964977,2400,500,0.5
13,1,430.655825103787,1856.01337240898,211.967888361345,172.879068253624,165.793475964977,2400,500,0.5
14,1,1643.44998805039,519.355515207404,-264.619642732658,172.879068253624,165.793475964977,2400,500,0.5
15,1,590.207570070129,2242.4075091429,-165.581414544448,172.879068253624,165.793475964977,2400,500,0.5
16,1,2513.07247301336,3086.56345628562,19.2535002402914,172.879068253624,165.793475964977,2400,500,0.5
17,1,2732.72093644636,1600.02675574469,-114.700575101793,172.879068253624,165.793475964977,2400,500,0.5
18,1,1581.55787962217,2846.46420462766,-363.45682780368,172.879068253624,165.793475964977,2400,500,0.5
19,1,2708.9967531439,1093.16368854755,386.52275628577,172.879068253624,165.793475964977,2400,500,0.5
20,1,254.865526428995,1814.86120840867,-46.9160645161226,172.879068253624,165.793475964977,2400,500,0.5
21,1,1616.78748838945,1368.14708254755,3.20035150332211,172.879068253624,165.793475964977,2400,500,0.5
22,1,208.91681403801,1397.59124168576,-141.166945972241,172.879068253624,165.793475964977,2400,500,0.5
23,1,1369.99144831165,2484.98939199072,-192.20419780229,172.879068253624,165.793475964977,2400,500,0.5
24,1,308.89893011396,1713.9333551925,-90.4880917433901,172.879068253624,165.793475964977,2400,500,0.5
25,1,406.911909444088,3051.97512622357,265.613519707601,172.879068253624,165.793475964977,2400,500,0.5
26,2,1286.94681577781,2560.6381574863,-52.955061048384,172.879068253624,165.793475964977,2400,500,0.5
27,2,2408.62427896939,1648.51190044759,361.991265431071,172.879068253624,165.793475964977,2400,500,0.5
28,2,3117.71715974272,1120.83804219129,139.405416415407,172.879068253624,165.793475964977,2400,500,0.5
