Id,Frame,x (nm),y (nm),z (nm),sigmax_z0 (nm),sigmay_z0 (nm),Intensity (photons),Offset (photons),BkgSD (photons)
1,1,710.378147487166,3087.72893608437,-135.797398432395,172.879068253624,165.793475964977,2400,500,0.5
2,1,2786.3433797676,2021.65136876079,-333.80914473601,172.879068253624,165.793475964977,2400,500,0.5
3,1,661.501297086165,2613.31264836916,21.3740523668731,172.879068253624,165.793475964977,2400,500,0.5
4,1,2939.55490540135,1811.46238749682,128.675512766708,172.879068253624,165.793475964977,2400,500,0.5
5,1,1562.91580414345,2033.13985786206,314.387435484239,172.879068253624,165.793475964977,2400,500,0.5
6,1,1957.58036128847,2598.08765177731,372.126037611472,172.879068253624,165.793475964977,2400,500,0.5
7,1,2450.90514073701,2965.3843687804,215.946141513052,172.879068253624,165.793475964977,2400,500,0.5
8,1,1658.93756119342,2920.40564385211,207.279294631461,172.879068253624,165.793475964977,2400,500,0.5
9,1,949.76160504391,2639.39430540328,168.039237883551,172.879068253624,165.793475964977,2400,500,0.5
10,1,600.707931716005,301.448742967433,161.242266065098,172.879068253624,165.793475964977,2400,500,0.5
11,1,258.3720600476,1155.35493908419,213.865104894227,172.879068253624,165.793475964977,2400,500,0.5
12,1,2363.0089478367,113.628901633057,379.479583108515,172.879068253624,165.793475964977,2400,500,0.5
13,1,1412.18951326705,1748.34671533058,-101.028386083225,172.879068253624,165.793475964977,2400,500,0.5
14,1,506.591576680484,2547.65670673921,-333.556445569244,172.879068253624,165.793475964977,2400,500,0.5
15,1,2815.79849984409,163.656969924311,-208.28764831022,172.879068253624,165.793475964977,2400,500,0.5
16,1,877.076678375119,603.736754537945,-222.813791965604,172.879068253624,165.793475964977,2400,500,0.5
17,1,1325.55206105936,1169.52885731893,-109.120162556715,172.879068253624,165.793475964977,2400,500,0.5
18,1,947.455784747674,781.730774265307,248.251385689881,172.879068253624,165.793475964977,2400,500,0.5
19,1,2012.12130841435,2544.2799133473,-351.92306410692,172.879068253624,165.793475964977,2400,500,0.5
20,1,1855.48099260654,1126.70379445238,-40.2051536827552,172.879068253624,165.793475964977,2400,500,0.5
21,1,1919.77342919996,2044.40858259317,250.536421986676,172.879068253624,165.793475964977,2400,500,0.5
22,1,850.621176113623,1578.92816606963,-188.609300367481,172.879068253624,165.793475964977,2400,500,0.5
23,1,910.994818052364,1867.19917990418,-349.279214421305,172.879068253624,165.793475964977,2400,500,0.5
24,1,811.48225847612,3005.75792628753,-206.313862195252,172.879068253624,165.793475964977,2400,500,0.5
25,1,1048.20463260395,3019.32826245081,-331.943630599828,172.879068253624,165.793475964977,2400,500,0.5
26,1,461.325762090945,357.415766987429,246.221948277882,172.879068253624,165.793475964977,2400,500,0.5
27,1,529.961155844056,2699.37589155272,-263.799939489534,172.879068253624,165.793475964977,2400,500,0.5
28,1,3084.57769301741,1107.29008561905,-243.724299550049,172.879068253624,165.793475964977,2400,500,0.5
29,1,3072.72548891422,322.647273160464,251.713609246288,172.879068253624,165.793475964977,2400,500,0.5
30,1,602.926897906993,1226.90901141477,248.228423345996,172.879068253624,165.793475964977,2400,500,0.5
31,1,77.7809972143583,1633.13535148559,71.499102586994,172.879068253624,165.793475964977,2400,500,0.5
32,1,654.577748415842,3075.52986228842,331.78747209397,172.879068253624,165.793475964977,2400,500,0.5
33,1,2239.49956520498,1188.84036904962,-352.142690596292,172.879068253624,165.793475964977,2400,500,0.5
34,1,2494.4466737777,39.5821171211445,371.997312216266,172.879068253624,165.793475964977,2400,500,0.5
35,1,73.3858958050607,2751.06203836221,56.7801734846446,172.879068253624,165.793475964977,2400,500,0.5
36,1,1848.52114601522,355.554398529169,-157.985509999685,172.879068253624,165.793475964977,2400,500,0.5
37,1,5.25495269134488,1530.68494075771,260.56466119868,172.879068253624,165.793475964977,2400,500,0.5
38,1,1649.51235809726,2719.93610363582,127.533824282657,172.879068253624,165.793475964977,2400,500,0.5
39,1,2047.34456361874,1647.16149440217,389.201153122717,172.879068253624,165.793475964977,2400,500,0.5
40,1,3153.9980889734,1429.1450493514,-314.008373139921,172.879068253624,165.793475964977,2400,500,0.5
41,1,829.112308515538,2561.52454640182,64.7348221067163,172.879068253624,165.793475964977,2400,500,0.5
42,1,2567.99003284118,65.2524110340821,-21.7374759541706,172.879068253624,165.793475964977,2400,500,0.5
43,1,2785.54587840475,1832.37967618496,121.816628790161,172.879068253624,165.793475964977,2400,500,0.5
44,1,2952.79876462614,1316.427570494,-206.512756722057,172.879068253624,165.793475964977,2400,500,0.5
45,1,7.08548010381946,3152.43775262657,-375.095949265275,172.879068253624,165.793475964977,2400,500,0.5
46,1,1502.36278962425,2564.48489731542,35.3858821969486,172.879068253624,165.793475964977,2400,500,0.5
47,1,3140.69996033923,172.67872686447,-108.231856966092,172.879068253624,165.793475964977,2400,500,0.5
48,1,1276.62337248912,609.528875057609,313.866620238809,172.879068253624,165.793475964977,2400,500,0.5
49,1,2603.94392827814,1447.74030661432,-32.5235241930846,172.879068253624,165.793475964977,2400,500,0.5
50,1,1748.66079351193,2249.41464677753,-65.0767199704804,172.879068253624,165.793475964977,2400,500,0.5
51,1,2466.73307884872,1062.55407851417,106.324432632774,172.879068253624,165.793475964977,2400,500,0.5
52,1,1551.77943996307,1151.94622454818,21.7430663572497,172.879068253624,165.793475964977,2400,500,0.5
53,1,93.1570037526967,2948.70581106937,368.968912139292,172.879068253624,165.793475964977,2400,500,0.5
54,1,276.882202887056,3051.61761832751,231.208091644995,172.879068253624,165.793475964977,2400,500,0.5
55,1,356.652199609675,1304.59433176686,-2.64359270192438,172.879068253624,165.793475964977,2400,500,0.5
56,1,803.984357409752,2875.42769563111,-231.08719928461,172.879068253624,165.793475964977,2400,500,0.5
57,2,2882.39101843238,2456.43664263446,-69.6198878281576,172.879068253624,165.793475964977,2400,500,0.5
58,2,2881.86157756756,426.666517173247,292.755433760503,172.879068253624,165.793475964977,2400,500,0.5
59,2,1528.9888769644,2538.00331520735,-160.376776083751,172.879068253624,165.793475964977,2400,500,0.5
60,2,2634.05402720498,219.198534373469,-34.5784972466597,172.879068253624,165.793475964977,2400,500,0.5
61,2,1828.48811315444,695.224533799942,-101.232903877623,172.879068253624,165.793475964977,2400,500,0.5
62,2,2388.13414043281,2680.1700148046,-234.757344918877,172.879068253624,165.793475964977,2400,500,0.5
63,2,2896.62858833844,802.131090500614,-17.998529474653,172.879068253624,165.793475964977,2400,500,0.5
64,2,2067.40821527349,2476.39340587862,-393.15750185476,172.879068253624,165.793475964977,2400,500,0.5
65,2,1030.97278996739,1198.26219437638,168.033281304384,172.879068253624,165.793475964977,2400,500,0.5
66,2,2557.9599579616,700.779394915505,199.770769794735,172.879068253624,165.793475964977,2400,500,0.5
67,2,3138.80166964769,682.627647447069,-251.083853157712,172.879068253624,165.793475964977,2400,500,0.5
68,2,2837.36437259637,1416.29808170749,354.215018422244,172.879068253624,165.793475964977,2400,500,0.5
69,2,1621.72359066837,2579.69329884222,13.0921424244987,172.879068253624,165.793475964977,2400,500,0.5
70,2,587.303646912006,1779.59605989071,-72.6409908002946,172.879068253624,165.793475964977,2400,500,0.5
71,2,903.554370777085,2273.99342210701,295.586677101984,172.879068253624,165.793475964977,2400,500,0.5
72,2,2363.98025413101,1093.50532188235,56.7716762422676,172.879068253624,165.793475964977,2400,500,0.5
73,2,1965.16376280001,576.798420772618,-172.540135860619,172.879068253624,165.793475964977,2400,500,0.5
74,2,87.0516511395348,1552.49253043723,-333.863465924255,172.879068253624,165.793475964977,2400,500,0.5
75,2,1841.35157242118,2069.91049630456,-249.552048971371,172.879068253624,165.793475964977,2400,500,0.5
76,2,1470.56944519787,2625.04889220858,-336.657078070628,172.879068253624,165.793475964977,2400,500,0.5
77,2,1416.758655095,2340.38105011823,-144.290236023344,172.879068253624,165.793475964977,2400,500,0.5
78,2,693.15844584029,428.327213812412,-158.814143763746,172.879068253624,165.793475964977,2400,500,0.5
79,2,314.943356331431,2170.05956663501,-221.541377755726,172.879068253624,165.793475964977,2400,500,0.5
80,2,1966.52408086587,228.150234713986,353.623719428024,172.879068253624,165.793475964977,2400,500,0.5
81,2,1287.50751872346,1648.97149184012,-115.386190162591,172.879068253624,165.793475964977,2400,500,0.5
82,2,2106.40234563836,1625.2106976202,-19.0114011466224,172.879068253624,165.793475964977,2400,500,0.5
83,2,413.846613796685,1251.00185438,-245.266682275243,172.879068253624,165.793475964977,2400,500,0.5
84,2,2880.89743454296,2839.85397869368,191.08058699705,172.879068253624,165.793475964977,2400,500,0.5
