No,Frame,Emitter,x (nm),y (nm),sigma (nm),Intensity (photons),Offset (photons),BkgSD (photons)
1,1,30,2703.79453374637,2734.10079378313,97.9778976134678,3000,500,8
2,1,33,1052.04985161987,248.535664976977,97.9778976134678,3000,500,8
3,1,40,2156.64914435842,1053.76364297326,97.9778976134678,3000,500,8
4,1,41,2803.89267425792,2523.288435483,97.9778976134678,3000,500,8
5,1,52,1875.34426217366,2527.2163888996,97.9778976134678,3000,500,8
6,1,58,2317.35734823743,1934.41870222949,97.9778976134678,3000,500,8
7,1,69,1059.62970766604,1849.7714990055,97.9778976134678,3000,500,8
8,1,79,518.095524333898,365.250304531752,97.9778976134678,3000,500,8
9,1,80,260.029746021491,3062.17477349199,97.9778976134678,3000,500,8
10,1,96,846.337951455311,329.476886028917,97.9778976134678,3000,500,8
11,1,103,2417.95275347311,3136.11346162123,97.9778976134678,3000,500,8
12,1,121,1472.92779203535,1523.36874102528,97.9778976134678,3000,500,8
13,1,126,2700.55762017145,1129.54766519747,97.9778976134678,3000,500,8
14,1,130,2984.5297386517,2310.71907996954,97.9778976134678,3000,500,8
15,1,131,1146.59024753996,1710.04159140021,97.9778976134678,3000,500,8
16,1,140,2192.67810924484,1434.45108650839,97.9778976134678,3000,500,8
17,1,170,2213.63019295983,348.737666365395,97.9778976134678,3000,500,8
18,1,183,1142.29457779257,1703.82910040837,97.9778976134678,3000,500,8
19,1,189,2642.34424986728,2006.47099092825,97.9778976134678,3000,500,8
20,1,225,3198.96010098842,1157.15110513426,97.9778976134678,3000,500,8
21,1,243,910.510585217082,2205.70260337514,97.9778976134678,3000,500,8
22,1,248,1137.46645302224,2853.21304715589,97.9778976134678,3000,500,8
23,1,275,1781.46387296226,767.269157166287,97.9778976134678,3000,500,8
24,1,276,2446.2297173361,2244.05169389614,97.9778976134678,3000,500,8
25,1,328,1247.05376826357,1657.68872129023,97.9778976134678,3000,500,8
26,1,391,711.778793514376,1755.37613416759,97.9778976134678,3000,500,8
27,1,394,1075.68483315575,810.580860563204,97.9778976134678,3000,500,8
28,1,420,223.529034976992,515.398262632048,97.9778976134678,3000,500,8
29,1,427,282.260199952389,732.138807247884,97.9778976134678,3000,500,8
30,1,429,2591.47173997778,1973.45882655779,97.9778976134678,3000,500,8
31,1,449,72.9508052967319,1677.36360336289,97.9778976134678,3000,500,8
32,1,486,612.46056402239,1157.97621064084,97.9778976134678,3000,500,8
33,1,488,953.720863557636,886.666539250094,97.9778976134678,3000,500,8
34,1,502,1220.18905860158,1994.47843438894,97.9778976134678,3000,500,8
35,1,529,938.92577753406,2810.71514704168,97.9778976134678,3000,500,8
36,1,540,982.037704501056,2822.48301859578,97.9778976134678,3000,500,8
37,1,548,2679.27729735152,611.683611174595,97.9778976134678,3000,500,8
38,1,565,594.474269858207,1725.1559168746,97.9778976134678,3000,500,8
39,1,578,989.067964514388,1960.00977397321,97.9778976134678,3000,500,8
40,1,585,567.926611533938,130.872895405599,97.9778976134678,3000,500,8
41,1,592,997.809778836772,3023.79573722707,97.9778976134678,3000,500,8
42,1,604,368.659713282317,434.549107657694,97.9778976134678,3000,500,8
43,1,612,382.757701571745,874.023932001678,97.9778976134678,3000,500,8
44,1,616,956.840573681829,1009.04958589432,97.9778976134678,3000,500,8
45,1,624,2256.5973992753,2667.00880246258,97.9778976134678,3000,500,8
46,1,637,2685.94437244738,1973.51587220785,97.9778976134678,3000,500,8
47,1,640,2.26546719399394,3010.37408320706,97.9778976134678,3000,500,8
48,1,649,617.534635171017,481.617992097612,97.9778976134678,3000,500,8
49,1,657,314.991396446125,2533.50543510637,97.9778976134678,3000,500,8
50,1,682,436.143433430502,2351.59018669666,97.9778976134678,3000,500,8
51,1,700,2212.85296419982,2707.53188123316,97.9778976134678,3000,500,8
52,1,703,28.3973198899833,324.756974841055,97.9778976134678,3000,500,8
53,1,744,3038.99621917913,2854.42116296951,97.9778976134678,3000,500,8
54,1,760,2321.18911131893,2858.9382466462,97.9778976134678,3000,500,8
55,2,30,2703.79453374637,2734.10079378313,97.9778976134678,3000,500,8
56,2,40,2156.64914435842,1053.76364297326,97.9778976134678,3000,500,8
57,2,41,2803.89267425792,2523.288435483,97.9778976134678,3000,500,8
58,2,45,2610.48796886231,1016.59658422808,97.9778976134678,3000,500,8
59,2,47,1715.05890252448,2182.78105494065,97.9778976134678,3000,500,8
60,2,69,1059.62970766604,1849.7714990055,97.9778976134678,3000,500,8
61,2,80,260.029746021491,3062.17477349199,97.9778976134678,3000,500,8
62,2,96,846.337951455311,329.476886028917,97.9778976134678,3000,500,8
63,2,103,2417.95275347311,3136.11346162123,97.9778976134678,3000,500,8
64,2,121,1472.92779203535,1523.36874102528,97.9778976134678,3000,500,8
65,2,126,2700.55762017145,1129.54766519747,97.9778976134678,3000,500,8
66,2,128,662.91496571374,1715.8707912161,97.9778976134678,3000,500,8
67,2,130,2984.5297386517,2310.71907996954,97.9778976134678,3000,500,8
68,2,131,1146.59024753996,1710.04159140021,97.9778976134678,3000,500,8
69,2,140,2192.67810924484,1434.45108650839,97.9778976134678,3000,500,8
70,2,170,2213.63019295983,348.737666365395,97.9778976134678,3000,500,8
71,2,174,1182.73626762279,501.788736643516,97.9778976134678,3000,500,8
72,2,183,1142.29457779257,1703.82910040837,97.9778976134678,3000,500,8
73,2,193,1849.1634366951,604.235767755947,97.9778976134678,3000,500,8
74,2,210,2341.46086337134,3169.16373675741,97.9778976134678,3000,500,8
75,2,225,3198.96010098842,1157.15110513426,97.9778976134678,3000,500,8
76,2,243,910.510585217082,2205.70260337514,97.9778976134678,3000,500,8
77,2,275,1781.46387296226,767.269157166287,97.9778976134678,3000,500,8
78,2,276,2446.2297173361,2244.05169389614,97.9778976134678,3000,500,8
79,2,318,518.458280513904,679.982269003506,97.9778976134678,3000,500,8
80,2,328,1247.05376826357,1657.68872129023,97.9778976134678,3000,500,8
81,2,391,711.778793514376,1755.37613416759,97.9778976134678,3000,500,8
82,2,394,1075.68483315575,810.580860563204,97.9778976134678,3000,500,8
83,2,420,223.529034976992,515.398262632048,97.9778976134678,3000,500,8
84,2,449,72.9508052967319,1677.36360336289,97.9778976134678,3000,500,8
85,2,502,1220.18905860158,1994.47843438894,97.9778976134678,3000,500,8
86,2,548,2679.27729735152,611.683611174595,97.9778976134678,3000,500,8
87,2,561,2559.02019217285,2088.64191152836,97.9778976134678,3000,500,8
88,2,565,594.474269858207,1725.1559168746,97.9778976134678,3000,500,8
89,2,578,989.067964514388,1960.00977397321,97.9778976134678,3000,500,8
90,2,585,567.926611533938,130.872895405599,97.9778976134678,3000,500,8
91,2,592,997.809778836772,3023.79573722707,97.9778976134678,3000,500,8
92,2,604,368.659713282317,434.549107657694,97.9778976134678,3000,500,8
93,2,616,956.840573681829,1009.04958589432,97.9778976134678,3000,500,8
94,2,624,2256.5973992753,2667.00880246258,97.9778976134678,3000,500,8
95,2,637,2685.94437244738,1973.51587220785,97.9778976134678,3000,500,8
96,2,640,2.26546719399394,3010.37408320706,97.9778976134678,3000,500,8
97,2,649,617.534635171017,481.617992097612,97.9778976134678,3000,500,8
98,2,657,314.991396446125,2533.50543510637,97.9778976134678,3000,500,8
99,2,659,3188.42669995356,943.559122323033,97.9778976134678,3000,500,8
100,2,682,436.143433430502,2351.59018669666,97.9778976134678,3000,500,8
101,2,700,2212.85296419982,2707.53188123316,97.9778976134678,3000,500,8
102,2,734,551.11294294891,1415.27221085881,97.9778976134678,3000,500,8
