No,Frame,Emitter,x (nm),y (nm),z (nm),sigmax_z0 (nm),sigmay_z0 (nm),Intensity (photons),Offset (photons),BkgSD (photons)
1,1,22,858.156220880937,473.503293643389,67.8140828558181,172.879068253624,165.793475964977,2400,500,0.5
2,1,61,1691.96953863602,1685.51372748054,350.531366187289,172.879068253624,165.793475964977,2400,500,0.5
3,1,76,2370.71868621519,1653.17928602088,-185.827234865461,172.879068253624,165.793475964977,2400,500,0.5
4,1,83,2827.7445702459,1786.28892749412,-33.2330989111687,172.879068253624,165.793475964977,2400,500,0.5
5,1,105,199.312436732114,1174.3250626323,-181.187841470539,172.879068253624,165.793475964977,2400,500,0.5
6,1,166,831.789089702397,396.336022398284,-257.030167034154,172.879068253624,165.793475964977,2400,500,0.5
7,1,191,357.710678288881,1459.11267355193,32.6671929411508,172.879068253624,165.793475964977,2400,500,0.5
8,1,192,597.842305553767,2323.76389833331,271.563024583399,172.879068253624,165.793475964977,2400,500,0.5
9,1,209,2938.23998457016,2470.15671118852,156.976363054257,172.879068253624,165.793475964977,2400,500,0.5
10,1,211,1980.52118479038,2253.61621512279,-78.5102727351704,172.879068253624,165.793475964977,2400,500,0.5
11,1,246,2666.94936821142,2995.02019495142,300.091862252515,172.879068253624,165.793475964977,2400,500,0.5
12,1,285,1864.80908433333,2347.0704492612,341.63382839272,172.879068253624,165.793475964977,2400,500,0.5
13,1,308,2846.7707331893,2222.66955298189,375.137445019015,172.879068253624,165.793475964977,2400,500,0.5
14,1,324,1306.58887311432,2667.53113028827,-384.183097057271,172.879068253624,165.793475964977,2400,500,0.5
15,1,333,2832.6233692037,1739.06939897816,-103.904936725939,172.879068253624,165.793475964977,2400,500,0.5
16,1,404,2018.14671170695,2839.90190072785,-314.797642402452,172.879068253624,165.793475964977,2400,500,0.5
17,1,433,549.043594814932,2326.2701069508,-84.8974087456776,172.879068253624,165.793475964977,2400,500,0.5
18,1,449,2977.97976697649,2813.41332361399,95.1880425538034,172.879068253624,165.793475964977,2400,500,0.5
19,1,459,962.779567114939,2368.34390777639,-107.783658403632,172.879068253624,165.793475964977,2400,500,0.5
20,1,462,2966.41191414167,218.899204722468,-332.920535286957,172.879068253624,165.793475964977,2400,500,0.5
21,1,463,923.956042528227,645.83367674898,-201.858198048276,172.879068253624,165.793475964977,2400,500,0.5
22,1,465,2101.77597570596,1296.34133915439,-89.7602142694241,172.879068253624,165.793475964977,2400,500,0.5
