No,Frame,Emitter,x (nm),y (nm),z (nm),sigmax_z0 (nm),sigmay_z0 (nm),Intensity (photons),Offset (photons),BkgSD (photons)
1,1,16,2107.67206656061,2732.26063968631,-193.864758464002,172.879068253624,165.793475964977,2400,500,0.5
2,1,65,2837.02776835042,2564.98655315991,168.198597470765,172.879068253624,165.793475964977,2400,500,0.5
3,1,79,2996.70745304539,2741.21929964825,-124.204160774743,172.879068253624,165.793475964977,2400,500,0.5
4,1,124,399.368304235952,181.011055968625,-234.952136355862,172.879068253624,165.793475964977,2400,500,0.5
5,1,181,2202.15244912062,1147.52384763135,-60.2679175637931,172.879068253624,165.793475964977,2400,500,0.5
6,1,310,736.753600055747,368.508275533262,354.17064665434,172.879068253624,165.793475964977,2400,500,0.5
7,2,5,2720.38309886914,673.74631300205,76.1684603042268,172.879068253624,165.793475964977,2400,500,0.5
8,2,16,2107.67206656061,2732.26063968631,-193.864758464002,172.879068253624,165.793475964977,2400,500,0.5
9,2,20,1376.28175466102,1031.68846111285,345.083194656811,172.879068253624,165.793475964977,2400,500,0.5
10,2,46,716.185741216166,1999.64775095926,-277.85931143759,172.879068253624,165.793475964977,2400,500,0.5
11,2,51,2323.06911909328,1809.39068500127,186.472276905241,172.879068253624,165.793475964977,2400,500,0.5
12,2,79,2996.70745304539,2741.21929964825,-124.204160774743,172.879068253624,165.793475964977,2400,500,0.5
13,2,125,2671.60612250905,2240.87228958995,-81.5806722202926,172.879068253624,165.793475964977,2400,500,0.5
14,2,129,1882.73123518682,379.936752048152,-302.571334736696,172.879068253624,165.793475964977,2400,500,0.5
15,2,178,1136.43696890315,90.1844579689261,171.671393443465,172.879068253624,165.793475964977,2400,500,0.5
16,2,181,2202.15244912062,1147.52384763135,-60.2679175637931,172.879068253624,165.793475964977,2400,500,0.5
17,2,261,426.697434163833,429.926074100085,-13.352563583241,172.879068253624,165.793475964977,2400,500,0.5
18,2,269,2592.94595542256,1511.27815194155,-379.300296776881,172.879068253624,165.793475964977,2400,500,0.5
19,2,300,17.0960087021907,2494.65897190794,-79.748216561249,172.879068253624,165.793475964977,2400,500,0.5
20,3,16,2107.67206656061,2732.26063968631,-193.864758464002,172.879068253624,165.793475964977,2400,500,0.5
21,3,30,2511.43174302553,362.476513839399,-172.612226805797,172.879068253624,165.793475964977,2400,500,0.5
22,3,42,1731.7874092932,84.662925921516,-335.924556498911,172.879068253624,165.793475964977,2400,500,0.5
23,3,46,716.185741216166,1999.64775095926,-277.85931143759,172.879068253624,165.793475964977,2400,500,0.5
24,3,51,2323.06911909328,1809.39068500127,186.472276905241,172.879068253624,165.793475964977,2400,500,0.5
25,3,178,1136.43696890315,90.1844579689261,171.671393443465,172.879068253624,165.793475964977,2400,500,0.5
26,3,269,2592.94595542256,1511.27815194155,-379.300296776881,172.879068253624,165.793475964977,2400,500,0.5
27,3,277,1914.15106567452,3053.07412775801,-90.4224581748213,172.879068253624,165.793475964977,2400,500,0.5
28,4,16,2107.67206656061,2732.26063968631,-193.864758464002,172.879068253624,165.793475964977,2400,500,0.5
29,4,42,1731.7874092932,84.662925921516,-335.924556498911,172.879068253624,165.793475964977,2400,500,0.5
30,4,46,716.185741216166,1999.64775095926,-277.85931143759,172.879068253624,165.793475964977,2400,500,0.5
31,4,61,1564.03943066829,394.569945621982,-144.134510387169,172.879068253624,165.793475964977,2400,500,0.5
32,4,134,2670.79125292803,3046.68578382092,-224.342109528459,172.879068253624,165.793475964977,2400,500,0.5
33,4,178,1136.43696890315,90.1844579689261,171.671393443465,172.879068253624,165.793475964977,2400,500,0.5
34,4,185,75.6033879383082,2722.61877145263,-276.196109395187,172.879068253624,165.793475964977,2400,500,0.5
35,4,262,761.858341597751,2563.80171682117,-299.036242234463,172.879068253624,165.793475964977,2400,500,0.5
36,4,306,1457.83852179451,1416.20319179243,86.6453451441683,172.879068253624,165.793475964977,2400,500,0.5
37,5,16,2107.67206656061,2732.26063968631,-193.864758464002,172.879068253624,165.793475964977,2400,500,0.5
38,5,61,1564.03943066829,394.569945621982,-144.134510387169,172.879068253624,165.793475964977,2400,500,0.5
39,5,163,94.2152505731979,3199.19876157841,162.808607698615,172.879068253624,165.793475964977,2400,500,0.5
40,5,262,761.858341597751,2563.80171682117,-299.036242234463,172.879068253624,165.793475964977,2400,500,0.5
41,5,285,822.155426221057,2978.94246081105,-31.9384509640369,172.879068253624,165.793475964977,2400,500,0.5
42,5,301,2718.19252639055,744.321267874814,229.794225710628,172.879068253624,165.793475964977,2400,500,0.5
43,5,314,2837.15540412343,479.547267858544,-72.0096428401964,172.879068253624,165.793475964977,2400,500,0.5
